UT,MJD,C/2017 K2 X,C/2017 K2 Y,C/2017 K2 Z
48373,1991-04-27 0:00:00,-1.888,12.179,53.191
48374,1991-04-28 0:00:00,-1.888,12.177,53.188
48375,1991-04-29 0:00:00,-1.888,12.176,53.185
48376,1991-04-30 0:00:00,-1.888,12.175,53.182
48377,1991-05-01 0:00:00,-1.888,12.173,53.179
48378,1991-05-02 0:00:00,-1.888,12.172,53.176
48379,1991-05-03 0:00:00,-1.888,12.171,53.173
48380,1991-05-04 0:00:00,-1.888,12.17,53.17
48381,1991-05-05 0:00:00,-1.888,12.168,53.167
48382,1991-05-06 0:00:00,-1.888,12.167,53.164
48383,1991-05-07 0:00:00,-1.887,12.166,53.161
48384,1991-05-08 0:00:00,-1.887,12.164,53.158
48385,1991-05-09 0:00:00,-1.887,12.163,53.155
48386,1991-05-10 0:00:00,-1.887,12.162,53.152
48387,1991-05-11 0:00:00,-1.887,12.16,53.149
48388,1991-05-12 0:00:00,-1.887,12.159,53.146
48389,1991-05-13 0:00:00,-1.887,12.158,53.143
48390,1991-05-14 0:00:00,-1.887,12.156,53.14
48391,1991-05-15 0:00:00,-1.887,12.155,53.137
48392,1991-05-16 0:00:00,-1.887,12.154,53.134
48393,1991-05-17 0:00:00,-1.887,12.153,53.131
48394,1991-05-18 0:00:00,-1.887,12.151,53.128
48395,1991-05-19 0:00:00,-1.886,12.15,53.125
48396,1991-05-20 0:00:00,-1.886,12.149,53.122
48397,1991-05-21 0:00:00,-1.886,12.147,53.119
48398,1991-05-22 0:00:00,-1.886,12.146,53.116
48399,1991-05-23 0:00:00,-1.886,12.145,53.112
48400,1991-05-24 0:00:00,-1.886,12.143,53.109
48401,1991-05-25 0:00:00,-1.886,12.142,53.106
48402,1991-05-26 0:00:00,-1.886,12.141,53.103
48403,1991-05-27 0:00:00,-1.886,12.139,53.1
48404,1991-05-28 0:00:00,-1.886,12.138,53.097
48405,1991-05-29 0:00:00,-1.886,12.137,53.094
48406,1991-05-30 0:00:00,-1.885,12.136,53.091
48407,1991-05-31 0:00:00,-1.885,12.134,53.088
48408,1991-06-01 0:00:00,-1.885,12.133,53.085
48409,1991-06-02 0:00:00,-1.885,12.132,53.082
48410,1991-06-03 0:00:00,-1.885,12.13,53.079
48411,1991-06-04 0:00:00,-1.885,12.129,53.076
48412,1991-06-05 0:00:00,-1.885,12.128,53.073
48413,1991-06-06 0:00:00,-1.885,12.126,53.07
48414,1991-06-07 0:00:00,-1.885,12.125,53.067
48415,1991-06-08 0:00:00,-1.885,12.124,53.064
48416,1991-06-09 0:00:00,-1.885,12.122,53.061
48417,1991-06-10 0:00:00,-1.884,12.121,53.058
48418,1991-06-11 0:00:00,-1.884,12.12,53.055
48419,1991-06-12 0:00:00,-1.884,12.119,53.052
48420,1991-06-13 0:00:00,-1.884,12.117,53.049
48421,1991-06-14 0:00:00,-1.884,12.116,53.046
48422,1991-06-15 0:00:00,-1.884,12.115,53.043
48423,1991-06-16 0:00:00,-1.884,12.113,53.04
48424,1991-06-17 0:00:00,-1.884,12.112,53.037
48425,1991-06-18 0:00:00,-1.884,12.111,53.033
48426,1991-06-19 0:00:00,-1.884,12.109,53.03
48427,1991-06-20 0:00:00,-1.884,12.108,53.027
48428,1991-06-21 0:00:00,-1.883,12.107,53.024
48429,1991-06-22 0:00:00,-1.883,12.105,53.021
48430,1991-06-23 0:00:00,-1.883,12.104,53.018
48431,1991-06-24 0:00:00,-1.883,12.103,53.015
48432,1991-06-25 0:00:00,-1.883,12.102,53.012
48433,1991-06-26 0:00:00,-1.883,12.1,53.009
48434,1991-06-27 0:00:00,-1.883,12.099,53.006
48435,1991-06-28 0:00:00,-1.883,12.098,53.003
48436,1991-06-29 0:00:00,-1.883,12.096,53
48437,1991-06-30 0:00:00,-1.883,12.095,52.997
48438,1991-07-01 0:00:00,-1.883,12.094,52.994
48439,1991-07-02 0:00:00,-1.883,12.092,52.991
48440,1991-07-03 0:00:00,-1.882,12.091,52.988
48441,1991-07-04 0:00:00,-1.882,12.09,52.985
48442,1991-07-05 0:00:00,-1.882,12.088,52.982
48443,1991-07-06 0:00:00,-1.882,12.087,52.979
48444,1991-07-07 0:00:00,-1.882,12.086,52.976
48445,1991-07-08 0:00:00,-1.882,12.085,52.973
48446,1991-07-09 0:00:00,-1.882,12.083,52.97
48447,1991-07-10 0:00:00,-1.882,12.082,52.967
48448,1991-07-11 0:00:00,-1.882,12.081,52.964
48449,1991-07-12 0:00:00,-1.882,12.079,52.961
48450,1991-07-13 0:00:00,-1.882,12.078,52.957
48451,1991-07-14 0:00:00,-1.881,12.077,52.954
48452,1991-07-15 0:00:00,-1.881,12.075,52.951
48453,1991-07-16 0:00:00,-1.881,12.074,52.948
48454,1991-07-17 0:00:00,-1.881,12.073,52.945
48455,1991-07-18 0:00:00,-1.881,12.071,52.942
48456,1991-07-19 0:00:00,-1.881,12.07,52.939
48457,1991-07-20 0:00:00,-1.881,12.069,52.936
48458,1991-07-21 0:00:00,-1.881,12.067,52.933
48459,1991-07-22 0:00:00,-1.881,12.066,52.93
48460,1991-07-23 0:00:00,-1.881,12.065,52.927
48461,1991-07-24 0:00:00,-1.881,12.064,52.924
48462,1991-07-25 0:00:00,-1.88,12.062,52.921
48463,1991-07-26 0:00:00,-1.88,12.061,52.918
48464,1991-07-27 0:00:00,-1.88,12.06,52.915
48465,1991-07-28 0:00:00,-1.88,12.058,52.912
48466,1991-07-29 0:00:00,-1.88,12.057,52.909
48467,1991-07-30 0:00:00,-1.88,12.056,52.906
48468,1991-07-31 0:00:00,-1.88,12.054,52.903
48469,1991-08-01 0:00:00,-1.88,12.053,52.9
48470,1991-08-02 0:00:00,-1.88,12.052,52.897
48471,1991-08-03 0:00:00,-1.88,12.05,52.894
48472,1991-08-04 0:00:00,-1.88,12.049,52.891
48473,1991-08-05 0:00:00,-1.879,12.048,52.887
48474,1991-08-06 0:00:00,-1.879,12.047,52.884
48475,1991-08-07 0:00:00,-1.879,12.045,52.881
48476,1991-08-08 0:00:00,-1.879,12.044,52.878
48477,1991-08-09 0:00:00,-1.879,12.043,52.875
48478,1991-08-10 0:00:00,-1.879,12.041,52.872
48479,1991-08-11 0:00:00,-1.879,12.04,52.869
48480,1991-08-12 0:00:00,-1.879,12.039,52.866
48481,1991-08-13 0:00:00,-1.879,12.037,52.863
48482,1991-08-14 0:00:00,-1.879,12.036,52.86
48483,1991-08-15 0:00:00,-1.879,12.035,52.857
48484,1991-08-16 0:00:00,-1.878,12.033,52.854
48485,1991-08-17 0:00:00,-1.878,12.032,52.851
48486,1991-08-18 0:00:00,-1.878,12.031,52.848
48487,1991-08-19 0:00:00,-1.878,12.03,52.845
48488,1991-08-20 0:00:00,-1.878,12.028,52.842
48489,1991-08-21 0:00:00,-1.878,12.027,52.839
48490,1991-08-22 0:00:00,-1.878,12.026,52.836
48491,1991-08-23 0:00:00,-1.878,12.024,52.833
48492,1991-08-24 0:00:00,-1.878,12.023,52.83
48493,1991-08-25 0:00:00,-1.878,12.022,52.827
48494,1991-08-26 0:00:00,-1.878,12.02,52.824
48495,1991-08-27 0:00:00,-1.878,12.019,52.82
48496,1991-08-28 0:00:00,-1.877,12.018,52.817
48497,1991-08-29 0:00:00,-1.877,12.016,52.814
48498,1991-08-30 0:00:00,-1.877,12.015,52.811
48499,1991-08-31 0:00:00,-1.877,12.014,52.808
48500,1991-09-01 0:00:00,-1.877,12.012,52.805
48501,1991-09-02 0:00:00,-1.877,12.011,52.802
48502,1991-09-03 0:00:00,-1.877,12.01,52.799
48503,1991-09-04 0:00:00,-1.877,12.009,52.796
48504,1991-09-05 0:00:00,-1.877,12.007,52.793
48505,1991-09-06 0:00:00,-1.877,12.006,52.79
48506,1991-09-07 0:00:00,-1.877,12.005,52.787
48507,1991-09-08 0:00:00,-1.876,12.003,52.784
48508,1991-09-09 0:00:00,-1.876,12.002,52.781
48509,1991-09-10 0:00:00,-1.876,12.001,52.778
48510,1991-09-11 0:00:00,-1.876,11.999,52.775
48511,1991-09-12 0:00:00,-1.876,11.998,52.772
48512,1991-09-13 0:00:00,-1.876,11.997,52.769
48513,1991-09-14 0:00:00,-1.876,11.995,52.766
48514,1991-09-15 0:00:00,-1.876,11.994,52.763
48515,1991-09-16 0:00:00,-1.876,11.993,52.76
48516,1991-09-17 0:00:00,-1.876,11.992,52.756
48517,1991-09-18 0:00:00,-1.876,11.99,52.753
48518,1991-09-19 0:00:00,-1.875,11.989,52.75
48519,1991-09-20 0:00:00,-1.875,11.988,52.747
48520,1991-09-21 0:00:00,-1.875,11.986,52.744
48521,1991-09-22 0:00:00,-1.875,11.985,52.741
48522,1991-09-23 0:00:00,-1.875,11.984,52.738
48523,1991-09-24 0:00:00,-1.875,11.982,52.735
48524,1991-09-25 0:00:00,-1.875,11.981,52.732
48525,1991-09-26 0:00:00,-1.875,11.98,52.729
48526,1991-09-27 0:00:00,-1.875,11.978,52.726
48527,1991-09-28 0:00:00,-1.875,11.977,52.723
48528,1991-09-29 0:00:00,-1.875,11.976,52.72
48529,1991-09-30 0:00:00,-1.874,11.974,52.717
48530,1991-10-01 0:00:00,-1.874,11.973,52.714
48531,1991-10-02 0:00:00,-1.874,11.972,52.711
48532,1991-10-03 0:00:00,-1.874,11.971,52.708
48533,1991-10-04 0:00:00,-1.874,11.969,52.705
48534,1991-10-05 0:00:00,-1.874,11.968,52.702
48535,1991-10-06 0:00:00,-1.874,11.967,52.699
48536,1991-10-07 0:00:00,-1.874,11.965,52.695
48537,1991-10-08 0:00:00,-1.874,11.964,52.692
48538,1991-10-09 0:00:00,-1.874,11.963,52.689
48539,1991-10-10 0:00:00,-1.874,11.961,52.686
48540,1991-10-11 0:00:00,-1.873,11.96,52.683
48541,1991-10-12 0:00:00,-1.873,11.959,52.68
48542,1991-10-13 0:00:00,-1.873,11.957,52.677
48543,1991-10-14 0:00:00,-1.873,11.956,52.674
48544,1991-10-15 0:00:00,-1.873,11.955,52.671
48545,1991-10-16 0:00:00,-1.873,11.954,52.668
48546,1991-10-17 0:00:00,-1.873,11.952,52.665
48547,1991-10-18 0:00:00,-1.873,11.951,52.662
48548,1991-10-19 0:00:00,-1.873,11.95,52.659
48549,1991-10-20 0:00:00,-1.873,11.948,52.656
48550,1991-10-21 0:00:00,-1.873,11.947,52.653
48551,1991-10-22 0:00:00,-1.873,11.946,52.65
48552,1991-10-23 0:00:00,-1.872,11.944,52.647
48553,1991-10-24 0:00:00,-1.872,11.943,52.644
48554,1991-10-25 0:00:00,-1.872,11.942,52.641
48555,1991-10-26 0:00:00,-1.872,11.94,52.637
48556,1991-10-27 0:00:00,-1.872,11.939,52.634
48557,1991-10-28 0:00:00,-1.872,11.938,52.631
48558,1991-10-29 0:00:00,-1.872,11.936,52.628
48559,1991-10-30 0:00:00,-1.872,11.935,52.625
48560,1991-10-31 0:00:00,-1.872,11.934,52.622
48561,1991-11-01 0:00:00,-1.872,11.933,52.619
48562,1991-11-02 0:00:00,-1.872,11.931,52.616
48563,1991-11-03 0:00:00,-1.871,11.93,52.613
48564,1991-11-04 0:00:00,-1.871,11.929,52.61
48565,1991-11-05 0:00:00,-1.871,11.927,52.607
48566,1991-11-06 0:00:00,-1.871,11.926,52.604
48567,1991-11-07 0:00:00,-1.871,11.925,52.601
48568,1991-11-08 0:00:00,-1.871,11.923,52.598
48569,1991-11-09 0:00:00,-1.871,11.922,52.595
48570,1991-11-10 0:00:00,-1.871,11.921,52.592
48571,1991-11-11 0:00:00,-1.871,11.919,52.589
48572,1991-11-12 0:00:00,-1.871,11.918,52.586
48573,1991-11-13 0:00:00,-1.871,11.917,52.583
48574,1991-11-14 0:00:00,-1.87,11.915,52.579
48575,1991-11-15 0:00:00,-1.87,11.914,52.576
48576,1991-11-16 0:00:00,-1.87,11.913,52.573
48577,1991-11-17 0:00:00,-1.87,11.912,52.57
48578,1991-11-18 0:00:00,-1.87,11.91,52.567
48579,1991-11-19 0:00:00,-1.87,11.909,52.564
48580,1991-11-20 0:00:00,-1.87,11.908,52.561
48581,1991-11-21 0:00:00,-1.87,11.906,52.558
48582,1991-11-22 0:00:00,-1.87,11.905,52.555
48583,1991-11-23 0:00:00,-1.87,11.904,52.552
48584,1991-11-24 0:00:00,-1.87,11.902,52.549
48585,1991-11-25 0:00:00,-1.869,11.901,52.546
48586,1991-11-26 0:00:00,-1.869,11.9,52.543
48587,1991-11-27 0:00:00,-1.869,11.898,52.54
48588,1991-11-28 0:00:00,-1.869,11.897,52.537
48589,1991-11-29 0:00:00,-1.869,11.896,52.534
48590,1991-11-30 0:00:00,-1.869,11.895,52.531
48591,1991-12-01 0:00:00,-1.869,11.893,52.528
48592,1991-12-02 0:00:00,-1.869,11.892,52.524
48593,1991-12-03 0:00:00,-1.869,11.891,52.521
48594,1991-12-04 0:00:00,-1.869,11.889,52.518
48595,1991-12-05 0:00:00,-1.869,11.888,52.515
48596,1991-12-06 0:00:00,-1.868,11.887,52.512
48597,1991-12-07 0:00:00,-1.868,11.885,52.509
48598,1991-12-08 0:00:00,-1.868,11.884,52.506
48599,1991-12-09 0:00:00,-1.868,11.883,52.503
48600,1991-12-10 0:00:00,-1.868,11.881,52.5
48601,1991-12-11 0:00:00,-1.868,11.88,52.497
48602,1991-12-12 0:00:00,-1.868,11.879,52.494
48603,1991-12-13 0:00:00,-1.868,11.877,52.491
48604,1991-12-14 0:00:00,-1.868,11.876,52.488
48605,1991-12-15 0:00:00,-1.868,11.875,52.485
48606,1991-12-16 0:00:00,-1.868,11.874,52.482
48607,1991-12-17 0:00:00,-1.867,11.872,52.479
48608,1991-12-18 0:00:00,-1.867,11.871,52.476
48609,1991-12-19 0:00:00,-1.867,11.87,52.473
48610,1991-12-20 0:00:00,-1.867,11.868,52.469
48611,1991-12-21 0:00:00,-1.867,11.867,52.466
48612,1991-12-22 0:00:00,-1.867,11.866,52.463
48613,1991-12-23 0:00:00,-1.867,11.864,52.46
48614,1991-12-24 0:00:00,-1.867,11.863,52.457
48615,1991-12-25 0:00:00,-1.867,11.862,52.454
48616,1991-12-26 0:00:00,-1.867,11.86,52.451
48617,1991-12-27 0:00:00,-1.867,11.859,52.448
48618,1991-12-28 0:00:00,-1.867,11.858,52.445
48619,1991-12-29 0:00:00,-1.866,11.856,52.442
48620,1991-12-30 0:00:00,-1.866,11.855,52.439
48621,1991-12-31 0:00:00,-1.866,11.854,52.436
48622,1992-01-01 0:00:00,-1.866,11.853,52.433
48623,1992-01-02 0:00:00,-1.866,11.851,52.43
48624,1992-01-03 0:00:00,-1.866,11.85,52.427
48625,1992-01-04 0:00:00,-1.866,11.849,52.424
48626,1992-01-05 0:00:00,-1.866,11.847,52.421
48627,1992-01-06 0:00:00,-1.866,11.846,52.417
48628,1992-01-07 0:00:00,-1.866,11.845,52.414
48629,1992-01-08 0:00:00,-1.866,11.843,52.411
48630,1992-01-09 0:00:00,-1.865,11.842,52.408
48631,1992-01-10 0:00:00,-1.865,11.841,52.405
48632,1992-01-11 0:00:00,-1.865,11.839,52.402
48633,1992-01-12 0:00:00,-1.865,11.838,52.399
48634,1992-01-13 0:00:00,-1.865,11.837,52.396
48635,1992-01-14 0:00:00,-1.865,11.835,52.393
48636,1992-01-15 0:00:00,-1.865,11.834,52.39
48637,1992-01-16 0:00:00,-1.865,11.833,52.387
48638,1992-01-17 0:00:00,-1.865,11.831,52.384
48639,1992-01-18 0:00:00,-1.865,11.83,52.381
48640,1992-01-19 0:00:00,-1.865,11.829,52.378
48641,1992-01-20 0:00:00,-1.864,11.828,52.375
48642,1992-01-21 0:00:00,-1.864,11.826,52.372
48643,1992-01-22 0:00:00,-1.864,11.825,52.368
48644,1992-01-23 0:00:00,-1.864,11.824,52.365
48645,1992-01-24 0:00:00,-1.864,11.822,52.362
48646,1992-01-25 0:00:00,-1.864,11.821,52.359
48647,1992-01-26 0:00:00,-1.864,11.82,52.356
48648,1992-01-27 0:00:00,-1.864,11.818,52.353
48649,1992-01-28 0:00:00,-1.864,11.817,52.35
48650,1992-01-29 0:00:00,-1.864,11.816,52.347
48651,1992-01-30 0:00:00,-1.864,11.814,52.344
48652,1992-01-31 0:00:00,-1.863,11.813,52.341
48653,1992-02-01 0:00:00,-1.863,11.812,52.338
48654,1992-02-02 0:00:00,-1.863,11.81,52.335
48655,1992-02-03 0:00:00,-1.863,11.809,52.332
48656,1992-02-04 0:00:00,-1.863,11.808,52.329
48657,1992-02-05 0:00:00,-1.863,11.807,52.326
48658,1992-02-06 0:00:00,-1.863,11.805,52.323
48659,1992-02-07 0:00:00,-1.863,11.804,52.319
48660,1992-02-08 0:00:00,-1.863,11.803,52.316
48661,1992-02-09 0:00:00,-1.863,11.801,52.313
48662,1992-02-10 0:00:00,-1.863,11.8,52.31
48663,1992-02-11 0:00:00,-1.862,11.799,52.307
48664,1992-02-12 0:00:00,-1.862,11.797,52.304
48665,1992-02-13 0:00:00,-1.862,11.796,52.301
48666,1992-02-14 0:00:00,-1.862,11.795,52.298
48667,1992-02-15 0:00:00,-1.862,11.793,52.295
48668,1992-02-16 0:00:00,-1.862,11.792,52.292
48669,1992-02-17 0:00:00,-1.862,11.791,52.289
48670,1992-02-18 0:00:00,-1.862,11.789,52.286
48671,1992-02-19 0:00:00,-1.862,11.788,52.283
48672,1992-02-20 0:00:00,-1.862,11.787,52.28
48673,1992-02-21 0:00:00,-1.862,11.786,52.277
48674,1992-02-22 0:00:00,-1.861,11.784,52.274
48675,1992-02-23 0:00:00,-1.861,11.783,52.27
48676,1992-02-24 0:00:00,-1.861,11.782,52.267
48677,1992-02-25 0:00:00,-1.861,11.78,52.264
48678,1992-02-26 0:00:00,-1.861,11.779,52.261
48679,1992-02-27 0:00:00,-1.861,11.778,52.258
48680,1992-02-28 0:00:00,-1.861,11.776,52.255
48681,1992-02-29 0:00:00,-1.861,11.775,52.252
48682,1992-03-01 0:00:00,-1.861,11.774,52.249
48683,1992-03-02 0:00:00,-1.861,11.772,52.246
48684,1992-03-03 0:00:00,-1.861,11.771,52.243
48685,1992-03-04 0:00:00,-1.86,11.77,52.24
48686,1992-03-05 0:00:00,-1.86,11.768,52.237
48687,1992-03-06 0:00:00,-1.86,11.767,52.234
48688,1992-03-07 0:00:00,-1.86,11.766,52.231
48689,1992-03-08 0:00:00,-1.86,11.765,52.228
48690,1992-03-09 0:00:00,-1.86,11.763,52.225
48691,1992-03-10 0:00:00,-1.86,11.762,52.221
48692,1992-03-11 0:00:00,-1.86,11.761,52.218
48693,1992-03-12 0:00:00,-1.86,11.759,52.215
48694,1992-03-13 0:00:00,-1.86,11.758,52.212
48695,1992-03-14 0:00:00,-1.86,11.757,52.209
48696,1992-03-15 0:00:00,-1.859,11.755,52.206
48697,1992-03-16 0:00:00,-1.859,11.754,52.203
48698,1992-03-17 0:00:00,-1.859,11.753,52.2
48699,1992-03-18 0:00:00,-1.859,11.751,52.197
48700,1992-03-19 0:00:00,-1.859,11.75,52.194
48701,1992-03-20 0:00:00,-1.859,11.749,52.191
48702,1992-03-21 0:00:00,-1.859,11.747,52.188
48703,1992-03-22 0:00:00,-1.859,11.746,52.185
48704,1992-03-23 0:00:00,-1.859,11.745,52.182
48705,1992-03-24 0:00:00,-1.859,11.743,52.179
48706,1992-03-25 0:00:00,-1.859,11.742,52.175
48707,1992-03-26 0:00:00,-1.859,11.741,52.172
48708,1992-03-27 0:00:00,-1.858,11.74,52.169
48709,1992-03-28 0:00:00,-1.858,11.738,52.166
48710,1992-03-29 0:00:00,-1.858,11.737,52.163
48711,1992-03-30 0:00:00,-1.858,11.736,52.16
48712,1992-03-31 0:00:00,-1.858,11.734,52.157
48713,1992-04-01 0:00:00,-1.858,11.733,52.154
48714,1992-04-02 0:00:00,-1.858,11.732,52.151
48715,1992-04-03 0:00:00,-1.858,11.73,52.148
48716,1992-04-04 0:00:00,-1.858,11.729,52.145
48717,1992-04-05 0:00:00,-1.858,11.728,52.142
48718,1992-04-06 0:00:00,-1.858,11.726,52.139
48719,1992-04-07 0:00:00,-1.857,11.725,52.136
48720,1992-04-08 0:00:00,-1.857,11.724,52.132
48721,1992-04-09 0:00:00,-1.857,11.722,52.129
48722,1992-04-10 0:00:00,-1.857,11.721,52.126
48723,1992-04-11 0:00:00,-1.857,11.72,52.123
48724,1992-04-12 0:00:00,-1.857,11.718,52.12
48725,1992-04-13 0:00:00,-1.857,11.717,52.117
48726,1992-04-14 0:00:00,-1.857,11.716,52.114
48727,1992-04-15 0:00:00,-1.857,11.715,52.111
48728,1992-04-16 0:00:00,-1.857,11.713,52.108
48729,1992-04-17 0:00:00,-1.857,11.712,52.105
48730,1992-04-18 0:00:00,-1.856,11.711,52.102
48731,1992-04-19 0:00:00,-1.856,11.709,52.099
48732,1992-04-20 0:00:00,-1.856,11.708,52.096
48733,1992-04-21 0:00:00,-1.856,11.707,52.093
48734,1992-04-22 0:00:00,-1.856,11.705,52.09
48735,1992-04-23 0:00:00,-1.856,11.704,52.086
48736,1992-04-24 0:00:00,-1.856,11.703,52.083
48737,1992-04-25 0:00:00,-1.856,11.701,52.08
48738,1992-04-26 0:00:00,-1.856,11.7,52.077
48739,1992-04-27 0:00:00,-1.856,11.699,52.074
48740,1992-04-28 0:00:00,-1.856,11.697,52.071
48741,1992-04-29 0:00:00,-1.855,11.696,52.068
48742,1992-04-30 0:00:00,-1.855,11.695,52.065
48743,1992-05-01 0:00:00,-1.855,11.694,52.062
48744,1992-05-02 0:00:00,-1.855,11.692,52.059
48745,1992-05-03 0:00:00,-1.855,11.691,52.056
48746,1992-05-04 0:00:00,-1.855,11.69,52.053
48747,1992-05-05 0:00:00,-1.855,11.688,52.05
48748,1992-05-06 0:00:00,-1.855,11.687,52.047
48749,1992-05-07 0:00:00,-1.855,11.686,52.043
48750,1992-05-08 0:00:00,-1.855,11.684,52.04
48751,1992-05-09 0:00:00,-1.855,11.683,52.037
48752,1992-05-10 0:00:00,-1.854,11.682,52.034
48753,1992-05-11 0:00:00,-1.854,11.68,52.031
48754,1992-05-12 0:00:00,-1.854,11.679,52.028
48755,1992-05-13 0:00:00,-1.854,11.678,52.025
48756,1992-05-14 0:00:00,-1.854,11.676,52.022
48757,1992-05-15 0:00:00,-1.854,11.675,52.019
48758,1992-05-16 0:00:00,-1.854,11.674,52.016
48759,1992-05-17 0:00:00,-1.854,11.672,52.013
48760,1992-05-18 0:00:00,-1.854,11.671,52.01
48761,1992-05-19 0:00:00,-1.854,11.67,52.007
48762,1992-05-20 0:00:00,-1.854,11.669,52.003
48763,1992-05-21 0:00:00,-1.853,11.667,52
48764,1992-05-22 0:00:00,-1.853,11.666,51.997
48765,1992-05-23 0:00:00,-1.853,11.665,51.994
48766,1992-05-24 0:00:00,-1.853,11.663,51.991
48767,1992-05-25 0:00:00,-1.853,11.662,51.988
48768,1992-05-26 0:00:00,-1.853,11.661,51.985
48769,1992-05-27 0:00:00,-1.853,11.659,51.982
48770,1992-05-28 0:00:00,-1.853,11.658,51.979
48771,1992-05-29 0:00:00,-1.853,11.657,51.976
48772,1992-05-30 0:00:00,-1.853,11.655,51.973
48773,1992-05-31 0:00:00,-1.853,11.654,51.97
48774,1992-06-01 0:00:00,-1.852,11.653,51.967
48775,1992-06-02 0:00:00,-1.852,11.651,51.964
48776,1992-06-03 0:00:00,-1.852,11.65,51.96
48777,1992-06-04 0:00:00,-1.852,11.649,51.957
48778,1992-06-05 0:00:00,-1.852,11.647,51.954
48779,1992-06-06 0:00:00,-1.852,11.646,51.951
48780,1992-06-07 0:00:00,-1.852,11.645,51.948
48781,1992-06-08 0:00:00,-1.852,11.643,51.945
48782,1992-06-09 0:00:00,-1.852,11.642,51.942
48783,1992-06-10 0:00:00,-1.852,11.641,51.939
48784,1992-06-11 0:00:00,-1.852,11.64,51.936
48785,1992-06-12 0:00:00,-1.851,11.638,51.933
48786,1992-06-13 0:00:00,-1.851,11.637,51.93
48787,1992-06-14 0:00:00,-1.851,11.636,51.927
48788,1992-06-15 0:00:00,-1.851,11.634,51.924
48789,1992-06-16 0:00:00,-1.851,11.633,51.92
48790,1992-06-17 0:00:00,-1.851,11.632,51.917
48791,1992-06-18 0:00:00,-1.851,11.63,51.914
48792,1992-06-19 0:00:00,-1.851,11.629,51.911
48793,1992-06-20 0:00:00,-1.851,11.628,51.908
48794,1992-06-21 0:00:00,-1.851,11.626,51.905
48795,1992-06-22 0:00:00,-1.851,11.625,51.902
48796,1992-06-23 0:00:00,-1.85,11.624,51.899
48797,1992-06-24 0:00:00,-1.85,11.622,51.896
48798,1992-06-25 0:00:00,-1.85,11.621,51.893
48799,1992-06-26 0:00:00,-1.85,11.62,51.89
48800,1992-06-27 0:00:00,-1.85,11.618,51.887
48801,1992-06-28 0:00:00,-1.85,11.617,51.884
48802,1992-06-29 0:00:00,-1.85,11.616,51.88
48803,1992-06-30 0:00:00,-1.85,11.615,51.877
48804,1992-07-01 0:00:00,-1.85,11.613,51.874
48805,1992-07-02 0:00:00,-1.85,11.612,51.871
48806,1992-07-03 0:00:00,-1.85,11.611,51.868
48807,1992-07-04 0:00:00,-1.849,11.609,51.865
48808,1992-07-05 0:00:00,-1.849,11.608,51.862
48809,1992-07-06 0:00:00,-1.849,11.607,51.859
48810,1992-07-07 0:00:00,-1.849,11.605,51.856
48811,1992-07-08 0:00:00,-1.849,11.604,51.853
48812,1992-07-09 0:00:00,-1.849,11.603,51.85
48813,1992-07-10 0:00:00,-1.849,11.601,51.847
48814,1992-07-11 0:00:00,-1.849,11.6,51.844
48815,1992-07-12 0:00:00,-1.849,11.599,51.84
48816,1992-07-13 0:00:00,-1.849,11.597,51.837
48817,1992-07-14 0:00:00,-1.849,11.596,51.834
48818,1992-07-15 0:00:00,-1.848,11.595,51.831
48819,1992-07-16 0:00:00,-1.848,11.593,51.828
48820,1992-07-17 0:00:00,-1.848,11.592,51.825
48821,1992-07-18 0:00:00,-1.848,11.591,51.822
48822,1992-07-19 0:00:00,-1.848,11.59,51.819
48823,1992-07-20 0:00:00,-1.848,11.588,51.816
48824,1992-07-21 0:00:00,-1.848,11.587,51.813
48825,1992-07-22 0:00:00,-1.848,11.586,51.81
48826,1992-07-23 0:00:00,-1.848,11.584,51.807
48827,1992-07-24 0:00:00,-1.848,11.583,51.804
48828,1992-07-25 0:00:00,-1.848,11.582,51.8
48829,1992-07-26 0:00:00,-1.847,11.58,51.797
48830,1992-07-27 0:00:00,-1.847,11.579,51.794
48831,1992-07-28 0:00:00,-1.847,11.578,51.791
48832,1992-07-29 0:00:00,-1.847,11.576,51.788
48833,1992-07-30 0:00:00,-1.847,11.575,51.785
48834,1992-07-31 0:00:00,-1.847,11.574,51.782
48835,1992-08-01 0:00:00,-1.847,11.572,51.779
48836,1992-08-02 0:00:00,-1.847,11.571,51.776
48837,1992-08-03 0:00:00,-1.847,11.57,51.773
48838,1992-08-04 0:00:00,-1.847,11.568,51.77
48839,1992-08-05 0:00:00,-1.847,11.567,51.767
48840,1992-08-06 0:00:00,-1.846,11.566,51.763
48841,1992-08-07 0:00:00,-1.846,11.564,51.76
48842,1992-08-08 0:00:00,-1.846,11.563,51.757
48843,1992-08-09 0:00:00,-1.846,11.562,51.754
48844,1992-08-10 0:00:00,-1.846,11.561,51.751
48845,1992-08-11 0:00:00,-1.846,11.559,51.748
48846,1992-08-12 0:00:00,-1.846,11.558,51.745
48847,1992-08-13 0:00:00,-1.846,11.557,51.742
48848,1992-08-14 0:00:00,-1.846,11.555,51.739
48849,1992-08-15 0:00:00,-1.846,11.554,51.736
48850,1992-08-16 0:00:00,-1.846,11.553,51.733
48851,1992-08-17 0:00:00,-1.846,11.551,51.73
48852,1992-08-18 0:00:00,-1.845,11.55,51.726
48853,1992-08-19 0:00:00,-1.845,11.549,51.723
